,city,state,latitude,longitude ,date,time
23770,cincinnati,oh,39.1619444,-84.4569444,2001-12-09,02:00
23771,aliso viejo,ca,33.6083333,-117.7444444,2001-01-29,12:35
23772,wahiawa,hi,21.5027778,-158.0236111,2001-01-29,18:30
23773,calistoga,ca,38.5788889,-122.5786111,2001-12-09,19:00
23774,flagstaff,az,35.1980556,-111.6505556,2001-12-09,19:00
23775,como,ms,34.5105556,-89.9397222,2001-01-29,19:20
23776,houston,tx,29.7630556,-95.3630556,2001-01-29,21:00
23777,monson,ma,42.1041667,-72.3194444,2002-12-09,04:20
23778,longmont,co,40.1672222,-105.1013889,2002-12-09,18:45
23779,chihuahua (mexico),,28.632996,-106.0691,2002-01-29,20:00
23780,antioch,ca,38.0050000,-121.8047222,2002-01-29,22:00
23781,ermelo (netherlands),,52.298666,5.629619,2002-01-29,22:00
23782,robbinsdale,mn,45.0322222,-93.3383333,2002-12-09,22:00
23783,brazil,in,39.5236111,-87.125,2003-12-09,00:00
23784,chaffee,mo,37.1800000,-89.655,2003-12-09,00:50
23785,morehead city,nc,34.7227778,-76.7263889,2003-01-29,01:00
23786,milton (canada),on,46.3,-63.216667,2003-12-09,06:40
23787,mazarron. murcia (spain),,37.595818,-1.314735,2003-01-29,07:30
23788,pueblo,co,38.2544444,-104.6086111,2003-12-09,18:00
23789,mission viejo,ca,33.6000000,-117.6711111,2003-12-09,18:10
23790,azusa,ca,34.1336111,-117.9066667,2003-01-29,18:30
23791,camarillo,ca,34.2163889,-119.0366667,2003-12-09,18:30
23792,irvine,ca,33.6694444,-117.8222222,2003-01-29,18:45
23793,lawrenceville,il,38.7291667,-87.6816667,2003-12-09,19:00
23794,terre haute,in,39.4666667,-87.4138889,2003-12-09,19:54
23795,emmen (netherlands),,52.785804,6.897585,2003-12-09,20:00
23796,mazarron (spain),,37.595818,-1.314735,2003-01-29,20:00
23797,greer,sc,34.9386111,-82.2272222,2003-12-09,20:15
23798,sand lake,mi,43.2919444,-85.5177778,2003-01-29,20:30
23799,riverside,ca,33.9533333,-117.3952778,2003-01-29,22:00
23800,stockbridge,ga,33.5441667,-84.2338889,2003-01-29,22:02
23801,los angeles,ca,34.0522222,-118.2427778,2003-01-29,22:30
23802,houghton,mi,47.1219444,-88.5688889,2003-01-29,22:36
23803,oklahoma city,ok,35.4675000,-97.5161111,2003-01-29,22:45
23804,houston,tx,29.7630556,-95.3630556,2004-01-29,00:00
23805,chico,ca,39.7286111,-121.8363889,2004-12-09,00:04
23806,mariposa,ca,37.4850000,-119.9652778,2004-12-09,01:46
23807,clarksville,tn,36.5297222,-87.3594444,2004-12-09,07:30
23808,nason,il,38.1761111,-88.9675,2004-12-09,07:30
23809,flagstaff,az,35.1980556,-111.6505556,2004-01-29,10:40
23810,smiths falls (canada),on,44.9,-76.016667,2004-01-29,12:00
23811,yellowknife (canada),nt,62.45,-114.35,2004-12-09,16:15
23812,hartford,ct,41.7636111,-72.6855556,2004-01-29,17:00
23813,palm desert,ca,33.7222222,-116.3736111,2004-12-09,17:10
23814,reading,pa,40.3355556,-75.9272222,2004-01-29,18:00
23815,levittown,pa,40.1550000,-74.8291667,2004-01-29,18:45
23816,league city,tx,29.5072222,-95.0947222,2004-12-09,19:00
23817,lindsborg to lyons,ks,38.573618,-97.674484,2004-12-09,19:45
23818,myrtle beach,sc,33.6888889,-78.8869444,2004-01-29,21:30
23819,pennsauken,nj,39.9561111,-75.0583333,2004-01-29,21:30
23820,howell,nj,40.164579,-74.208267,2004-01-29,21:50
23821,howell,nj,40.164579,-74.208267,2004-01-29,21:50
23822,lourinha (portugal),,39.241485,-9.312951,2004-12-09,22:05
23823,bristol,tn,36.5950000,-82.1888889,2004-12-09,22:10
23824,woburn,ma,42.4791667,-71.1527778,2004-01-29,23:30
23825,carson,ca,33.8313889,-118.2811111,2005-01-29,01:00
23826,london (uk/england),,51.514125,-0.093689,2005-12-09,15:30
23827,okmulgee,ok,35.6233333,-95.9602778,2005-12-09,16:40
23828,los angeles,ca,34.0522222,-118.2427778,2005-01-29,17:00
23829,orangevale,ca,38.6786111,-121.2247222,2005-01-29,19:05
23830,buffalo,mn,45.1719444,-93.8744444,2006-12-09,01:45
23831,monticello,ky,36.8297222,-84.8491667,2006-12-09,05:35
23832,yuma,az,32.7252778,-114.6236111,2006-12-09,05:35
23833,chilliwack (canada),bc,49.166667,-121.95,2006-12-09,06:11
23834,tallahassee,fl,30.4380556,-84.2808333,2006-12-09,09:00
23835,davidson,nc,35.4991667,-80.8488889,2006-01-29,15:00
23836,cedar ridge,az,33.3333333,-111.845,2006-12-09,15:35
23837,el paso,tx,31.7586111,-106.4863889,2006-01-29,17:00
23838,huntersville,nc,35.4105556,-80.8430556,2006-12-09,18:00
23839,southport,nc,33.9213889,-78.0205556,2006-12-09,18:22
23840,iron gate,va,37.7975000,-79.7913889,2006-01-29,18:35
23841,amboy,ca,34.5577778,-115.7436111,2006-01-29,19:00
23842,wewahitchka,fl,30.1125000,-85.2005556,2006-12-09,20:01
23843,eloy (arizona city),az,32.7558333,-111.5541667,2006-01-29,20:30
23844,saint paul,mn,44.9444444,-93.0930556,2006-12-09,20:33
23845,greensboro,nc,36.0725000,-79.7922222,2006-12-09,20:53
23846,mount pocono,pa,41.1219444,-75.365,2006-01-29,21:00
23847,waycross,ga,31.2133333,-82.3541667,2006-12-09,21:30
23848,bettendorf,ia,41.5244444,-90.5155556,2006-12-09,21:45
23849,pune (india),,18.52043,73.856744,2006-12-09,22:00
23850,bloomfield,mi,42.5377778,-83.2330556,2006-12-09,22:15
23851,visalia,ca,36.3302778,-119.2911111,2006-01-29,23:00
23852,marina del rey/mar vista,ca,34.015257,-118.433834,2006-12-09,23:01
23853,jamaica,ny,40.6913889,-73.8061111,2007-12-09,05:45
23854,london (uk/england),,51.514125,-0.093689,2007-12-09,05:50
23855,ukiah,ca,39.1502778,-123.2066667,2007-01-29,05:50
23856,cohasset,ma,42.2416667,-70.8041667,2007-01-29,08:00
23857,edinburgh (uk/scotland),,55.833333,-3.083333,2007-01-29,10:08
23858,gilbert,az,33.3527778,-111.7883333,2007-01-29,15:00
23859,bloomingdale,il,41.9575000,-88.0808333,2007-01-29,17:30
23860,dinuba,ca,36.5433333,-119.3861111,2007-12-09,18:00
23861,port orchard,wa,47.5405556,-122.635,2007-01-29,18:00
23862,bremerton,wa,47.5675000,-122.6313889,2007-01-29,18:45
23863,pawleys island,sc,33.4330556,-79.1216667,2007-01-29,19:00
23864,pittsburgh,pa,40.4405556,-79.9961111,2007-01-29,20:00
23865,arlington,wa,48.1988889,-122.1238889,2007-01-29,20:30
23866,troutdale,or,45.5394444,-122.3861111,2007-12-09,22:30
23867,chicago,il,41.8500000,-87.65,2007-01-29,23:00
23868,lake station,in,41.5750000,-87.2388889,2007-01-29,23:00
23869,olathe,ks,38.8813889,-94.8188889,2007-12-09,23:00
23870,kissimmee,fl,28.2916667,-81.4077778,2007-01-29,24:00
23871,tilton,nh,43.4422222,-71.5894444,2008-01-29,00:00
23872,los angeles,ca,34.0522222,-118.2427778,2008-12-09,05:35
23873,kensington/olney,md,38.942324,-77.17647,2008-12-09,06:42
23874,cordova,tn,35.1555556,-89.7761111,2008-01-29,09:15
23875,vidor,tx,30.1313889,-94.0152778,2008-12-09,12:00
23876,mt. laguna,ca,32.8722222,-116.4175,2008-01-29,14:00
23877,boston,ma,42.3583333,-71.0602778,2008-01-29,14:55
23878,murphy,tx,33.0150000,-96.6127778,2008-01-29,18:00
23879,beecher,il,41.3405556,-87.6213889,2008-01-29,19:00
23880,port st. lucie,fl,27.273049,-80.358226,2008-01-29,19:00
23881,canyon,tx,34.9802778,-101.9183333,2008-01-29,19:25
23882,australia,,-25.274398,133.775136,2008-01-29,20:00
23883,north franklin,ct,41.6333333,-72.1638889,2008-01-29,20:32
23884,burbank,ca,34.1808333,-118.3080556,2008-01-29,20:40
23885,kolkata (india),,22.572646,88.363895,2008-12-09,20:48
23886,lancaster,ky,37.6194444,-84.5780556,2008-01-29,22:00
23887,carrollton,tx,32.9536111,-96.89,2009-01-29,06:30
23888,winder,ga,33.9925000,-83.7202778,2009-01-29,12:00
23889,belton,tx,31.0558333,-97.4641667,2009-12-09,18:25
23890,brownwood,tx,31.7091667,-98.9908333,2009-01-29,19:00
23891,tuscola,tx,32.2094444,-99.7963889,2009-01-29,19:00
23892,lenzburg,il,38.2872222,-89.8172222,2009-12-09,19:20
23893,lenzburg,il,38.2872222,-89.8172222,2009-12-09,19:20
23894,glastonbury,ct,41.7122222,-72.6086111,2009-01-29,19:30
23895,gorman,tx,32.2136111,-98.6702778,2009-01-29,19:30
23896,eastland,tx,32.4013889,-98.8172222,2009-01-29,19:45
23897,new brunswick,nj,40.4861111,-74.4522222,2009-01-29,20:00
23898,bloomfield,nj,40.8066667,-74.1858333,2009-01-29,20:01
23899,whittier,ca,33.9791667,-118.0319444,2009-01-29,20:20
23900,st. louis,mo,38.6272222,-90.1977778,2009-01-29,20:50
23901,buckeye,az,33.3702778,-112.5830556,2009-12-09,21:00
23902,washington&#44 d.c.,dc,38.907231,-77.036464,2009-12-09,23:00
23903,winnipeg (canada),mb,49.883333,-97.166667,2009-12-09,23:20
23904,drums,pa,41.0180556,-75.9952778,2009-12-09,23:45
23905,north coventry,pa,40.21596,-75.67899,2009-01-29,23:45
23906,bayfield (canada),on,43.566667,-81.7,2010-01-29,00:00
23907,punxsutawney,pa,40.9436111,-78.9711111,2010-01-29,02:20
23908,werisdale,fl,28.981869,-81.924341,2010-12-09,04:00
23909,madison county,nc,36.3852778,-79.9597222,2010-01-29,11:00
23910,canada,mb,53.760861,-98.813876,2010-01-29,13:00
23911,costa mesa,ca,33.6411111,-117.9177778,2010-12-09,13:13
23912,jefferson,md,39.3619444,-77.5319444,2010-01-29,13:25
23913,san jose,ca,37.3394444,-121.8938889,2010-12-09,16:00
23914,dixon,ca,38.4455556,-121.8222222,2010-12-09,17:45
23915,riley,or,43.5416667,-119.5027778,2010-12-09,18:00
23916,reading (uk/england),,51.433333,-1.0,2010-12-09,19:10
23917,edinburg,tx,26.3013889,-98.1630556,2010-01-29,19:40
23918,corona,ca,33.8752778,-117.5655556,2010-12-09,19:45
23919,broomfield,co,39.9205556,-105.0861111,2010-12-09,20:00
23920,ventura,ca,34.2783333,-119.2922222,2010-12-09,20:00
23921,kildare,tx,32.9430556,-94.2480556,2010-12-09,20:30
23922,leesburg,fl,28.8105556,-81.8780556,2010-12-09,21:00
23923,charlottesville,va,38.0291667,-78.4769444,2010-12-09,22:00
23924,north myrtle beach,nc,33.816006,-78.680016,2011-12-09,00:30
23925,longs,sc,33.9383333,-78.7333333,2011-12-09,01:00
23926,parkville,md,39.3772222,-76.54,2011-01-29,02:00
23927,brinnon,wa,47.6794444,-122.8969444,2011-12-09,05:00
23928,sarasota,fl,27.3361111,-82.5308333,2011-12-09,14:20
23929,doral,fl,25.8191667,-80.3555556,2011-01-29,17:42
23930,decatur,il,39.8402778,-88.9547222,2011-12-09,17:50
23931,mcgill,nv,39.4050000,-114.7777778,2011-01-29,18:00
23932,alice,tx,27.7519444,-98.0694444,2011-12-09,19:00
23933,mansfield,tx,32.5630556,-97.1413889,2011-01-29,19:00
23934,louisburg,nc,36.0988889,-78.3013889,2011-01-29,19:30
23935,hardin,mt,45.7325000,-107.6113889,2011-12-09,20:00
23936,plainville,ct,41.6744444,-72.8586111,2011-01-29,20:30
23937,dayton,me,43.542778,-70.579444,2011-01-29,20:31
23938,boston,ma,42.3583333,-71.0602778,2011-12-09,21:00
23939,san antonio,tx,29.4238889,-98.4933333,2011-12-09,21:00
23940,trinidad/tobago,,10.691803,-61.222503,2011-12-09,21:00
23941,provincetown,ma,42.0583333,-70.1791667,2011-12-09,21:30
23942,shelburne falls,ma,42.6041667,-72.7397222,2011-01-29,21:45
23943,ashburnham,ma,42.6361111,-71.9083333,2011-01-29,21:50
23944,chino,ca,34.0122222,-117.6880556,2011-01-29,23:30
23945,sarasota,fl,27.3361111,-82.5308333,2011-12-09,23:30
23946,sarasota,fl,27.3361111,-82.5308333,2011-12-09,23:32
23947,lacey,wa,47.0344444,-122.8219444,2012-01-29,01:30
23948,murray,ut,40.6669444,-111.8872222,2012-12-09,02:45
23949,gloucester,ma,42.6158333,-70.6625,2012-12-09,06:30
23950,gardendale,al,33.6600000,-86.8127778,2012-12-09,09:55
23951,lowell,ma,42.6333333,-71.3166667,2012-12-09,13:00
23952,williston,vt,44.4375000,-73.0686111,2012-12-09,16:00
23953,atlanta,ga,33.7488889,-84.3880556,2012-12-09,19:05
23954,waterbury,ct,41.5580556,-73.0519444,2012-12-09,19:18
23955,washington,dc,38.8950000,-77.0366667,2012-01-29,19:20
23956,hurricane,ut,37.1752778,-113.2891667,2012-01-29,19:25
23957,davie,fl,26.0625000,-80.2333333,2012-12-09,20:00
23958,quinlan,tx,32.9102778,-96.1352778,2012-01-29,20:00
23959,greenfield,ma,42.5875000,-72.6,2012-01-29,20:30
23960,kenosha,wi,42.5847222,-87.8211111,2012-01-29,22:00
23961,racine,wi,42.7261111,-87.7827778,2012-01-29,22:03
23962,pleasant prairie,wi,42.5530556,-87.9333333,2012-01-29,22:05
23963,kenosha,wi,42.5847222,-87.8211111,2012-01-29,22:08
23964,fort stockton,tx,30.8938889,-102.8788889,2012-01-29,22:15
23965,knoxville,tn,35.9605556,-83.9208333,2012-12-09,22:55
23966,san francisco,ca,37.7750000,-122.4183333,2012-12-09,22:59
23967,norman,ok,35.2225000,-97.4391667,2012-01-29,23:30
23968,wells,me,43.3219444,-70.5813889,2012-01-29,23:30
23969,st-eustache (canada),qc,45.558549,-73.896075,2012-01-29,23:35
23970,albion,mi,42.2430556,-84.7530556,2012-01-29,23:59
23971,thornton,co,39.8680556,-104.9713889,2013-12-09,06:16
23972,jacksonville,fl,30.3319444,-81.6558333,2013-01-29,08:56
23973,grand forks,nd,47.9252778,-97.0325,2013-12-09,11:45
23974,benton,ky,36.8572222,-88.3502778,2013-12-09,17:15
23975,bristol,wi,42.5588889,-88.0491667,2013-12-09,17:45
23976,mount vernon,oh,40.3933333,-82.4858333,2013-12-09,18:00
23977,marietta,oh,39.4152778,-81.455,2013-12-09,18:20
23978,buffalo,wy,44.3483333,-106.6983333,2013-12-09,18:30
23979,fremont,ca,37.5483333,-121.9875,2013-12-09,19:00
23980,smithville,tx,30.0083333,-97.1591667,2013-01-29,19:00
23981,springfield,il,39.8016667,-89.6436111,2013-12-09,19:48
23982,gresham,or,45.4983333,-122.4302778,2013-12-09,19:50
23983,edison,nj,40.5186111,-74.4125,2013-12-09,20:00
23984,london (uk/england),,51.514125,-0.093689,2013-12-09,20:30
23985,clifton park,ny,42.844668,-73.81838,2013-01-29,21:00
23986,north pole,ak,64.7511111,-147.3494444,2013-12-09,21:00
23987,redondo beach,ca,33.8491667,-118.3875,2013-12-09,21:00
23988,st. augustine,fl,29.8944444,-81.3147222,2013-01-29,21:00
23989,mobile,al,30.6941667,-88.0430556,2013-12-09,23:15
23990,hagerstown,md,39.6416667,-77.7202778,2013-01-29,23:50
23991,beech grove,in,39.7219444,-86.09,2014-01-29,02:00
23992,fort lauderdale,fl,26.1219444,-80.1436111,2014-01-29,05:30
23993,palm beach gardens,fl,26.8230556,-80.1388889,2014-01-29,06:05
23994,ahwatukee,az,33.3416667,-111.9833333,2014-01-29,07:30
23995,ottawa (canada),on,45.416667,-75.7,2014-01-29,17:30
23996,plaistow,nh,42.8363889,-71.0952778,2014-01-29,17:45
23997,longmont,co,40.1672222,-105.1013889,2014-01-29,18:17
23998,scottdale,pa,40.1002778,-79.5872222,2014-01-29,18:41
23999,scottdale,pa,40.1002778,-79.5872222,2014-01-29,18:49
24000,santa clarita,ca,34.3916667,-118.5416667,2014-01-29,19:34
24001,fort wayne,in,41.1305556,-85.1288889,2014-01-29,20:00
24002,schenectady,ny,42.8141667,-73.94,2014-01-29,20:00
24003,oakton,va,38.8808333,-77.3011111,2014-01-29,20:10
24004,fort wayne,in,41.1305556,-85.1288889,2014-01-29,21:00
24005,piqua,oh,40.1447222,-84.2425,2014-01-29,21:10
24006,oklahoma city,ok,35.4675000,-97.5161111,2014-01-29,23:00
24007,leetsdale,pa,40.5630556,-80.2086111,2014-01-29,24:00
24021,new wilmington,pa,41.1222222,-80.3330556,2000-01-30,10:30
24022,san francisco (farallon island),ca,37.7750000,-122.4183333,2000-01-30,23:15
24023,new smyrna beach,fl,29.0255556,-80.9272222,2001-01-30,03:00
24024,virginia beach,va,36.8527778,-75.9783333,2001-01-30,12:30
24025,keizer,or,44.9902778,-123.025,2001-01-30,21:00
24026,independence,ks,37.2241667,-95.7080556,2001-01-30,22:00
24027,navajo,nm,35.9000000,-109.0333333,2002-01-30,01:42
24028,bolingbrook,il,41.6986111,-88.0683333,2002-01-30,03:30
24029,burnaby (canada),bc,49.25,-122.95,2002-01-30,19:00
24030,fortuna,ca,40.5983333,-124.1561111,2002-01-30,21:50
24031,lake placid,fl,27.2927778,-81.3630556,2002-01-30,22:45
24032,gorham,me,43.6794444,-70.4447222,2003-01-30,05:30
24033,hot springs,ar,34.5036111,-93.055,2003-01-30,17:30
24034,spanish fork,ut,40.1150000,-111.6541667,2003-01-30,19:05
24035,beachwood,oh,41.4644444,-81.5088889,2003-01-30,19:15
24036,voorburg (netherlands),,52.076158,4.362541,2003-01-30,20:16
24037,apopka (orlando),fl,28.6802778,-81.5097222,2003-01-30,21:25
24038,krommenie (netherlands),,52.503478,4.75717,2003-01-30,22:33
24039,columbus,oh,39.9611111,-82.9988889,2003-01-30,23:00
24040,antioch,ca,38.0050000,-121.8047222,2004-01-30,03:30
24041,worcester,ma,42.2625000,-71.8027778,2004-01-30,16:00
24042,chehalis,wa,46.6622222,-122.9627778,2004-01-30,18:47
24043,mountlake terrace (seattle),wa,47.7883333,-122.3075,2004-01-30,19:30
24044,kent county (canada),nb,46.465162,-65.284178,2004-01-30,20:00
24045,ketchikan,ak,55.3422222,-131.6461111,2004-01-30,20:00
24046,willard,mo,37.3050000,-93.4283333,2004-01-30,21:30
24047,prince george (canada),bc,53.916667,-122.766667,2004-01-30,21:45
24048,kirchzell (germany),,49.618889,9.177778,2004-01-30,23:00
24049,ottawa (canada),on,45.416667,-75.7,2005-01-30,17:30
24050,yelm,wa,46.9422222,-122.6047222,2005-01-30,19:00
24051,chiang mai (thailand),,18.787744,98.993119,2005-01-30,19:30
24052,morgan hill (12 mi. north of on 101),ca,37.1305556,-121.6533333,2005-01-30,20:15
24053,mason,oh,39.3600000,-84.31,2005-01-30,23:00
24054,modesto,ca,37.6391667,-120.9958333,2005-01-30,23:12
24055,bragg creek (canada),ab,50.95174,-114.569234,2006-01-30,00:00
24056,sarasota,fl,27.3361111,-82.5308333,2006-01-30,18:10
24057,phoenix,az,33.4483333,-112.0733333,2006-01-30,20:45
24058,folsom,ca,38.6780556,-121.175,2007-01-30,07:30
24059,rockville,md,39.0838889,-77.1530556,2007-01-30,09:25
24060,round lake,il,42.3533333,-88.0933333,2007-01-30,18:44
24061,rochester,mn,44.0216667,-92.4697222,2007-01-30,22:10
24062,quincy,ca,39.9369444,-120.9461111,2007-01-30,22:50
24063,london (uk/england),,51.514125,-0.093689,2007-01-30,23:30
24064,versailles,ky,38.0525000,-84.73,2008-01-30,00:40
24065,santa rosa,ca,38.4405556,-122.7133333,2008-01-30,07:57
24066,point pleasant beach nj,nj,40.091227,-74.047915,2008-01-30,10:30
24067,weston,mo,39.4111111,-94.9013889,2008-01-30,18:16
24068,kings park,ny,40.8861111,-73.2577778,2008-01-30,19:21
24069,oklahoma city,ok,35.4675000,-97.5161111,2008-01-30,19:30
24070,copperas cove,tx,31.1238889,-97.9027778,2008-01-30,20:00
24071,ocala,fl,29.1869444,-82.1402778,2008-01-30,20:00
24072,cumbernauld (uk/scotland),,55.95,-3.983333,2008-01-30,20:35
24073,advance,nc,35.9411111,-80.4094444,2008-01-30,21:00
24074,oklahoma (southeastern),ok,35.46756,-97.516428,2008-01-30,21:00
24075,cape coral,fl,26.5625000,-81.9497222,2008-01-30,22:00
24076,myrtle beach,sc,33.6888889,-78.8869444,2008-01-30,22:00
24077,mission hills,ca,34.2572222,-118.4661111,2009-01-30,05:47
24078,san diego,ca,32.7152778,-117.1563889,2009-01-30,09:00
24079,lacey,wa,47.0344444,-122.8219444,2009-01-30,13:20
24080,frenchtown,mt,47.0150000,-114.2288889,2009-01-30,19:00
24081,atlantic city,nj,39.3641667,-74.4233333,2009-01-30,19:20
24082,san marcos,tx,29.8830556,-97.9411111,2009-01-30,20:04
24083,canton,tx,32.5563889,-95.8630556,2009-01-30,21:00
24084,marshes siding,ky,36.7436111,-84.4808333,2009-01-30,21:00
24085,baker,la,30.5880556,-91.1680556,2009-01-30,23:00
24086,kennebunk beach,me,43.3450000,-70.5027778,2010-01-30,08:40
24087,walkerton (canada),on,44.133333,-81.15,2010-01-30,18:45
24088,oakland,ca,37.8044444,-122.2697222,2010-01-30,19:00
24089,geneseo,il,41.4480556,-90.1541667,2011-01-30,18:30
24090,forth estuary (edinburgh) (uk/scotland),,56.166667,-2.75,2011-01-30,19:25
24091,umkomaas (south africa),,-30.200678,30.78384,2011-01-30,21:30
24092,stamford,ct,41.0533333,-73.5391667,2011-01-30,22:00
24093,grey&#39s point in topping,va,37.610298,-76.439931,2011-01-30,23:45
24094,calabash,nc,33.8905556,-78.5686111,2012-01-30,05:00
24095,lafayette,or,45.2444444,-123.1136111,2012-01-30,05:30
24096,winthrop harbor,il,42.4788889,-87.8236111,2012-01-30,11:30
24097,las vegas,nv,36.1750000,-115.1363889,2012-01-30,12:00
24098,cedarburg,wi,43.2966667,-87.9875,2012-01-30,18:20
24099,browning,mt,48.5569444,-113.0125,2012-01-30,19:05
24100,san jose,ca,37.3394444,-121.8938889,2012-01-30,19:40
24101,wallingford,ct,41.4569444,-72.8236111,2012-01-30,19:41
24102,clearwater,fl,27.9655556,-82.8002778,2012-01-30,20:00
24103,gorham,me,43.6794444,-70.4447222,2012-01-30,20:00
24104,waltham,ma,42.3763889,-71.2361111,2012-01-30,20:55
24105,winter park/orlando,fl,28.56784,-81.346056,2012-01-30,22:06
24106,coimbra (portugal),,40.203315,-8.410257,2012-01-30,23:30
24107,vidor,tx,30.1313889,-94.0152778,2013-01-30,19:05
24108,leland,nc,34.2561111,-78.045,2013-01-30,20:07
24109,rohnert park,ca,38.3397222,-122.7,2013-01-30,20:45
24110,hobe sound,fl,27.0591667,-80.1366667,2013-01-30,20:49
24111,hobe sound,fl,27.0591667,-80.1366667,2013-01-30,20:49
24112,kissimmee,fl,28.2916667,-81.4077778,2013-01-30,20:50
24113,palm coast,fl,29.5847222,-81.2080556,2013-01-30,20:50
24114,hot springs,ar,34.5036111,-93.055,2014-01-30,00:00
24115,lorton,va,38.7041667,-77.2280556,2014-01-30,00:10
24116,toronto (canada),on,43.666667,-79.416667,2014-01-30,02:00
24117,winchester,va,39.1855556,-78.1636111,2014-01-30,04:45
24118,fayatteville,tn,35.152027,-86.570551,2014-01-30,05:00
24119,san manuel,az,32.5997222,-110.6302778,2014-01-30,06:40
24120,west greenwich,ri,41.655757,-71.603203,2014-01-30,17:30
24121,alanson,mi,45.4441667,-84.7866667,2014-01-30,18:00
24122,orange,ca,33.7877778,-117.8522222,2014-01-30,18:00
24123,boscawen,nh,43.3150000,-71.6213889,2014-01-30,18:30
24124,maryville,tn,35.7563889,-83.9705556,2014-01-30,20:30
24125,new maryland (canada),nb,45.890995,-66.684824,2014-01-30,21:00
24126,lynden,wa,48.9466667,-122.4508333,2014-01-30,21:03
24127,charlotte,nc,35.2269444,-80.8433333,2014-01-30,21:50
24128,front royal,va,38.9180556,-78.1947222,2014-01-30,22:20
24129,hudson,oh,41.2400000,-81.4408333,2014-01-30,22:30
24130,gray court,sc,34.6080556,-82.1136111,2014-01-30,23:00
24131,greenville,sc,34.8525000,-82.3941667,2014-01-30,23:45
24145,cape canaveral,fl,28.4055556,-80.605,2000-01-31,21:00
24146,escondido,ca,33.1191667,-117.0855556,2000-01-31,22:21
24147,san dimas,ca,34.1066667,-117.8058333,2001-01-31,08:00
24148,santa rosa,ca,38.4405556,-122.7133333,2001-01-31,12:00
24149,roanoke,va,37.2708333,-79.9416667,2001-01-31,17:50
24150,jerome,id,42.7241667,-114.5177778,2001-01-31,21:00
24151,washington,nc,35.5463889,-77.0525,2001-01-31,21:20
24152,georgetown&#44 penang (malaysia),,5.41792,100.329597,2001-01-31,23:45
24153,jewell valley,ca,32.611729,-116.258629,2002-01-31,05:30
24154,monterey,ca,36.6002778,-121.8936111,2002-01-31,06:07
24155,cincinnati,oh,39.1619444,-84.4569444,2002-01-31,21:00
24156,houston,tx,29.7630556,-95.3630556,2002-01-31,21:45
24157,oklahoma city,ok,35.4675000,-97.5161111,2002-01-31,21:48
24158,reagan,tx,31.2180556,-96.7822222,2002-01-31,21:48
24159,north richland hills,tx,32.8341667,-97.2286111,2002-01-31,21:55
24160,helotes,tx,29.5777778,-98.6894444,2002-01-31,21:57
24161,frisco,tx,33.1505556,-96.8233333,2002-01-31,22:00
24162,irving,tx,32.8138889,-96.9486111,2002-01-31,22:00
24163,pinellas park,fl,27.8425000,-82.6997222,2003-01-31,05:45
24164,summit point,wv,39.2494444,-77.9588889,2003-01-31,05:45
24165,deltona,fl,28.9002778,-81.2638889,2003-01-31,06:30
24166,herk-de-staad (belgium),,50.93923,5.16712,2003-01-31,09:56
24167,littleton,co,39.6133333,-105.0161111,2003-01-31,10:30
24168,columbus,oh,39.9611111,-82.9988889,2003-01-31,19:30
24169,farmington,ct,41.7197222,-72.8325,2003-01-31,23:00
24170,orchid island,fl,27.858635,-80.449774,2003-01-31,23:30
24171,richmond (canada),bc,45.666667,-72.15,2004-01-31,04:00
24172,saint johns (15 miles ne of),az,34.5058333,-109.3602778,2004-01-31,09:00
24173,san ramon,ca,37.7800000,-121.9769444,2004-01-31,09:15
24174,bristol,tn,36.5950000,-82.1888889,2004-01-31,15:00
24175,mill valley,ca,37.9061111,-122.5438889,2004-01-31,16:45
24176,auburn,me,44.0977778,-70.2316667,2004-01-31,19:00
24177,hampstead (near wilmington),nc,34.3675000,-77.7108333,2004-01-31,19:00
24178,wolfeboro,nh,43.5838889,-71.2077778,2004-01-31,19:00
24179,yorba linda,ca,33.8886111,-117.8122222,2004-01-31,19:30
24180,jerome,mo,37.9261111,-91.9775,2004-01-31,21:00
24181,prince george (canada),bc,53.916667,-122.766667,2004-01-31,21:00
24182,fort myers,fl,26.6402778,-81.8725,2004-01-31,23:00
24183,tallahassee,fl,30.4380556,-84.2808333,2005-01-31,07:30
24184,homer glen,il,41.6000000,-87.9380556,2005-01-31,18:20
24185,penn valley,ca,39.1961111,-121.19,2005-01-31,19:00
24186,commack,ny,40.8427778,-73.2933333,2005-01-31,19:30
24187,columbia city,in,41.1572222,-85.4883333,2005-01-31,22:00
24188,puyallup,wa,47.1855556,-122.2916667,2005-01-31,22:45
24189,portland,or,45.5236111,-122.675,2006-01-31,00:40
24190,kirkland,wa,47.6816667,-122.2075,2006-01-31,03:00
24191,jacksonville,fl,30.3319444,-81.6558333,2006-01-31,04:50
24192,changchun (china),,43.817072,125.323544,2006-01-31,14:29
24193,gaston,sc,33.8169444,-81.1011111,2006-01-31,20:00
24194,burlington,ia,40.8075000,-91.1127778,2007-01-31,01:45
24195,miami,fl,25.7738889,-80.1938889,2007-01-31,14:00
24196,nice (france),,43.710173,7.261953,2007-01-31,18:30
24197,martinez,ga,33.5172222,-82.0758333,2007-01-31,19:00
24198,mission,sd,43.3058333,-100.6577778,2008-01-31,00:00
24199,stafford,va,38.4219444,-77.4086111,2008-01-31,05:40
